what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411753609322
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411753609353
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753610401
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753621849
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411753623388
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411753643359
closed,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1411753646406
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411753647405
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411753647474
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411753647501
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411753647547
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753649401
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753669432
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411753669463
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411753672048
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411753676318
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753685891
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753694928
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411753694967
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411753694984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753695729
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753707977
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411753709020
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411753711855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753723820
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753734842
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411753734880
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411753734897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753736520
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753742352
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411753745397
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753749607
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411753751856
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1411753751917
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753751923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753757320
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753768619
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411753768701
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411753768725
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753770168
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753774113
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411753778169
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411753778169
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411753780296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753783587
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1411753785048
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753785055
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753791214
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753801187
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411753801248
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411753801273
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753803273
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753809873
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411753811933
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411753816943
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753821661
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753830920
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411753830959
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411753830976
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753832072
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753841393
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411753844797
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411753846853
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753852195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753861099
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411753861140
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411753861157
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753861816
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753868337
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411753870897
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411753873750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753876072
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753879577
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753879736
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1411753883801
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753883810
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753884898
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1411753886088
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753886097
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753888144
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753896465
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411753896507
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411753896525
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753898193
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753910393
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411753911931
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411753915334
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753943850
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753953310
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411753953351
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411753953369
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753954400
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753963497
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411753964746
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411753972257
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411753972318
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411753972332
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411753974918
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411753974931
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411753979278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411753982736
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411754104354
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411754105568
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411754105914
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411754117295
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411754118774
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1411754119015
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1411754119016
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1411754119017
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1411754119017
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1411754119018
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1411754119018
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1411754119019
stopped,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1411754119019
stopped,bundle,com.soyatec.eemf,3.7.1.20110624,"com.soyatec.eemf",1411754119019
stopped,bundle,com.soyatec.additional,3.7.1.20110624,"com.soyatec.additional",1411754119019
stopped,bundle,com.soyatec.core,3.7.1.20110624,"com.soyatec.core",1411754119019
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1411754119020
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.200.v201103302125,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1411754119020
stopped,bundle,com.android.ide.eclipse.ndk,22.0.5.v201307292155--757759,"com.android.ide.eclipse.ndk",1411754119020
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,22.0.5.v201307292155--757759,"overlay.com.android.ide.eclipse.adt.overlay",1411754119021
stopped,bundle,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.adt",1411754119021
stopped,bundle,org.eclipse.cdt,8.0.2.201202111925,"org.eclipse.cdt",1411754119021
stopped,bundle,org.eclipse.cdt.doc.user,5.1.1.201202111925,"org.eclipse.cdt.doc.user",1411754119022
stopped,bundle,org.eclipse.emf.cheatsheets,2.5.0.v20120130-0943,"org.eclipse.emf.cheatsheets",1411754119022
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20110516,"org.eclipse.pde.ua.ui",1411754119022
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1411754119023
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20111213-1754,"org.eclipse.pde.ds.ui",1411754119023
stopped,bundle,org.eclipse.pde.runtime,3.4.201.v20110928-1516,"org.eclipse.pde.runtime",1411754119024
stopped,bundle,org.eclipse.pde.ui.templates,3.4.400.v20110928-1516,"org.eclipse.pde.ui.templates",1411754119025
stopped,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1411754119025
stopped,bundle,org.eclipse.jst.jsf.facesconfig.ui,1.2.2.v201103292152,"org.eclipse.jst.jsf.facesconfig.ui",1411754119025
stopped,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1411754119026
stopped,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1411754119026
stopped,bundle,org.eclipse.jst.pagedesigner.jsf.ui,1.2.100.v201104061711,"org.eclipse.jst.pagedesigner.jsf.ui",1411754119027
stopped,bundle,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner",1411754119028
stopped,bundle,org.eclipse.jst.jsf.common.ui,1.2.100.v201104061711,"org.eclipse.jst.jsf.common.ui",1411754119028
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1411754119029
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1411754119030
stopped,bundle,org.eclipse.help.webapp,3.6.1.r37_20110929,"org.eclipse.help.webapp",1411754119031
